image_name,tags
test_31664,primary water partly_cloudy agriculture road 
test_6429,clear primary partly_cloudy bare_ground agriculture 
test_6060,primary water partly_cloudy agriculture 
test_16288,clear primary habitation agriculture road 
test_354,clear primary 
file_11726,clear primary cultivation agriculture 
test_35085,clear primary 
test_24535,clear primary 
test_17982,clear primary water agriculture road 
test_23911,primary partly_cloudy 
file_3297,primary partly_cloudy 
test_10886,primary haze 
file_20430,clear primary 
test_11795,clear primary water cultivation partly_cloudy habitation agriculture road 
test_26712,clear primary 
test_27855,clear primary 
test_29149,clear primary cultivation agriculture road 
test_3654,clear primary partly_cloudy agriculture 
test_7805,clear primary 
test_12794,clear primary water 
file_788,clear primary 
test_609,clear primary haze 
test_4792,clear primary water cultivation agriculture road 
file_8700,clear primary 
file_9816,clear primary cultivation agriculture 
test_38567,clear primary agriculture road 
file_3959,cloudy
file_16807,clear primary habitation bare_ground agriculture road 
file_7784,clear primary haze cultivation agriculture 
test_18636,clear primary 
file_19025,clear primary 
test_19570,clear primary 
test_37397,clear primary cultivation agriculture 
test_15357,clear primary 
test_31578,primary partly_cloudy 
test_30790,clear primary 
file_4122,clear primary 
file_14848,primary partly_cloudy 
test_23919,primary water partly_cloudy agriculture road 
file_4650,clear primary agriculture road 
test_9914,clear primary 
file_19701,primary partly_cloudy agriculture 
file_4207,cloudy
test_2386,clear primary cultivation agriculture road 
file_16553,clear primary water 
file_13399,clear primary 
test_24661,cloudy
test_33385,clear primary habitation agriculture road 
test_734,clear primary 
test_7537,primary partly_cloudy agriculture 
test_36113,clear primary 
test_32419,clear primary partly_cloudy 
file_13084,clear primary 
test_5959,clear primary water cultivation agriculture road 
file_6389,clear primary 
file_12252,cloudy
file_17078,clear primary 
test_33562,clear primary cultivation agriculture road 
test_32648,clear primary water habitation agriculture road 
test_30978,primary cloudy partly_cloudy 
test_18303,cloudy
test_24319,clear primary 
test_20134,clear primary water cultivation habitation agriculture road 
test_35335,primary partly_cloudy 
test_3453,cloudy
test_20584,clear primary 
test_11823,clear primary 
test_6125,clear primary 
test_15450,primary partly_cloudy 
test_25714,clear primary water partly_cloudy road 
test_27520,cloudy
test_34453,clear primary cultivation agriculture road 
file_18599,primary haze 
file_6281,primary partly_cloudy 
test_14642,clear primary cultivation partly_cloudy 
file_20301,clear primary 
test_27249,clear primary water artisinal_mine habitation bare_ground road 
test_22314,clear primary 
test_15411,clear primary water road 
file_19108,primary partly_cloudy 
file_9924,clear primary haze 
test_18005,clear primary cultivation habitation agriculture road 
test_11182,clear primary 
file_12074,clear primary 
test_12405,clear primary water road 
file_1587,clear primary 
test_7011,clear primary water agriculture 
file_2474,clear primary habitation road 
test_26090,cloudy
file_12075,clear primary agriculture road 
test_25075,clear primary water cultivation partly_cloudy agriculture road 
file_6781,primary partly_cloudy 
file_19872,clear primary partly_cloudy 
file_4904,clear primary water road 
test_16195,clear primary 
test_22165,primary partly_cloudy 
test_3959,clear primary 
test_5152,clear primary partly_cloudy agriculture road 
file_10882,primary partly_cloudy 
file_1416,cloudy
test_4683,clear primary water 
test_11408,primary water partly_cloudy habitation agriculture road 
test_14550,clear primary 
file_1643,primary haze 
file_13461,clear primary 
file_139,clear primary 
test_8947,clear primary water 
test_38653,clear primary 
file_15479,clear primary 
test_35474,clear primary 
test_13944,primary cloudy water partly_cloudy 
test_18690,primary cultivation partly_cloudy agriculture road 
test_9212,clear primary 
test_17035,clear primary 
file_10088,cloudy
test_1179,clear primary cultivation agriculture 
file_2146,clear primary water cultivation habitation agriculture road 
test_20989,clear primary water artisinal_mine agriculture road 
file_7365,clear primary 
file_16127,clear primary 
file_2567,clear primary 
test_9667,clear primary 
file_19745,primary haze partly_cloudy agriculture 
test_15614,clear primary 
file_1537,clear primary 
file_7202,clear primary 
test_16217,clear primary water agriculture 
test_23558,clear primary 
test_19627,clear primary cultivation agriculture 
test_20387,clear primary 
test_33576,clear primary water agriculture road 
test_27821,clear primary 
file_3567,clear primary partly_cloudy agriculture road 
file_10758,clear primary water agriculture road 
test_22262,clear primary water cultivation agriculture road 
file_3858,clear primary water cultivation agriculture road 
test_18514,clear primary water cultivation agriculture road 
test_23552,clear primary 
test_20019,clear primary habitation agriculture road 
file_4997,clear primary water cultivation agriculture 
test_21886,clear primary water cultivation habitation agriculture road 
test_19311,primary water partly_cloudy agriculture road 
test_39926,clear primary water agriculture 
test_237,primary water partly_cloudy 
test_19528,clear primary water haze agriculture 
test_3575,clear primary 
test_10476,clear primary 
file_19669,clear primary 
file_2273,primary water partly_cloudy agriculture 
file_7575,primary cloudy partly_cloudy 
test_20702,cloudy
test_30078,cloudy
file_9738,primary partly_cloudy 
test_17721,clear primary 
test_39400,clear primary cultivation agriculture 
test_1633,primary haze 
file_15959,clear primary 
test_3812,clear primary cultivation habitation agriculture road 
file_17799,clear primary cultivation agriculture 
test_27552,clear primary 
test_25062,clear primary 
test_29465,clear primary habitation agriculture road 
test_16533,clear primary 
file_3494,clear primary water haze cultivation partly_cloudy agriculture 
test_33075,clear primary water cultivation road 
file_6257,clear primary 
file_18379,primary partly_cloudy 
test_37092,primary water partly_cloudy agriculture 
test_291,clear primary cultivation agriculture 
test_17153,cloudy
test_31666,cloudy
test_28219,primary water haze partly_cloudy agriculture 
test_35583,clear primary 
file_17248,primary partly_cloudy 
test_3789,clear primary partly_cloudy 
file_16955,clear primary cultivation habitation agriculture road 
test_33849,clear primary 
test_37363,primary partly_cloudy 
test_32584,clear primary haze agriculture road 
test_37505,clear primary water cultivation habitation agriculture 
test_1100,clear primary haze partly_cloudy agriculture road 
test_40087,clear primary water agriculture 
test_4104,cloudy
file_4801,clear primary habitation agriculture road 
file_5800,clear primary 
test_14650,clear primary cultivation habitation agriculture road 
test_10141,clear primary water agriculture road 
file_18358,clear primary 
file_19854,clear primary water cultivation agriculture 
file_13457,clear primary partly_cloudy 
test_34137,clear primary water 
test_3970,clear primary water cultivation habitation agriculture road 
test_16261,clear primary 
test_421,clear primary 
file_6552,clear primary water cultivation 
test_31629,clear primary water 
test_35917,primary cloudy partly_cloudy 
test_16802,clear primary cultivation habitation agriculture road 
file_735,primary partly_cloudy 
test_19314,clear primary agriculture road 
file_13332,clear primary 
test_38707,clear primary water partly_cloudy bare_ground agriculture road 
file_12805,clear primary 
test_18904,cloudy
file_14753,clear primary water cultivation partly_cloudy habitation agriculture 
test_10278,clear primary water cultivation habitation agriculture 
file_6502,clear primary 
test_33546,clear primary 
test_14433,clear primary habitation agriculture road 
file_4988,cloudy
file_17730,clear primary 
test_32608,clear primary cultivation agriculture road 
file_20043,clear primary cultivation agriculture road 
file_15209,primary partly_cloudy 
file_20277,primary haze 
file_4110,clear primary water 
test_6826,clear primary cultivation agriculture 
file_2633,clear primary 
test_6877,clear primary habitation agriculture road 
test_39702,clear primary 
file_14366,cloudy
test_37610,clear primary cultivation agriculture road 
file_1837,clear primary water road 
test_37398,cloudy
test_1581,clear primary water 
file_13397,cloudy
file_5567,primary partly_cloudy 
test_26969,clear blooming primary 
test_32093,primary partly_cloudy 
file_3677,clear primary 
test_15483,primary water cultivation partly_cloudy agriculture road 
test_21305,clear primary 
test_2515,clear primary water cultivation agriculture 
test_7197,clear primary 
test_1966,clear primary 
file_3312,clear primary cultivation agriculture 
test_1346,clear primary water cultivation 
file_8654,clear primary 
file_16478,primary cloudy haze 
test_39639,clear primary water agriculture 
file_5796,clear primary water cultivation partly_cloudy agriculture 
test_5451,clear primary water partly_cloudy agriculture road 
test_38531,clear primary water agriculture road 
test_9788,clear primary 
test_13123,clear primary cultivation agriculture 
test_18239,clear primary water cultivation agriculture road 
test_31440,clear primary partly_cloudy 
test_14989,clear primary water haze partly_cloudy agriculture road 
test_16939,clear primary water artisinal_mine bare_ground agriculture road 
test_10096,clear primary water road 
test_2530,clear primary water 
test_25164,clear primary cultivation agriculture 
test_12255,clear primary 
file_16700,clear primary cultivation agriculture 
file_303,primary water partly_cloudy agriculture road 
test_16973,primary partly_cloudy agriculture 
test_32691,clear primary habitation agriculture road 
test_29295,clear primary cultivation agriculture 
